"","UserId","last_purchase","recency","frequency","momentary","one_time","avg_per_purchase","r","f","m","groupRFM","score","segment_recency","segment_frequency","segment_momentary"
"551","270648",2018-07-21,163.770833333333,2,1610,"More than once",804.78,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"552","270837",2018-07-31,153.770833333333,2,781,"More than once",390.6,3,1,1,311,5,"Temporary idle","B. Regular","NA"
"553","272454",2018-08-07,146.770833333333,1,691,"One-timer",691.02,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"554","272496",2018-07-24,160.770833333333,1,1765,"One-timer",1764.72,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"555","272622",2018-06-23,191.770833333333,1,1593,"One-timer",1593.06,3,1,1,311,5,"NA","C. Returing customer","Top 75%"
"556","272979",2018-08-08,145.770833333333,3,1859,"More than once",619.72,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"557","274092",2018-07-23,161.770833333333,1,1541,"One-timer",1540.8,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"558","274302",2018-08-13,140.770833333333,1,1341,"One-timer",1341.48,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"559","274470",2018-08-12,141.770833333333,1,1123,"One-timer",1123.2,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"560","274932",2018-07-24,160.770833333333,4,1794,"More than once",448.44,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"561","275121",2018-07-01,183.770833333333,1,119,"One-timer",118.74,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"562","275562",2018-06-25,189.770833333333,1,3294,"One-timer",3294,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"563","277641",2018-06-25,189.770833333333,2,3093,"More than once",1546.455,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"564","277683",2018-08-04,149.770833333333,1,331,"One-timer",331.44,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"565","277767",2018-08-03,150.770833333333,1,1716,"One-timer",1715.64,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"566","277809",2018-07-10,174.770833333333,1,517,"One-timer",517.14,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"567","277935",2018-07-23,161.770833333333,1,3941,"One-timer",3941.04,3,1,1,311,5,"Temporary idle","C. Returing customer","Best"
"568","278103",2018-08-01,152.770833333333,1,2731,"One-timer",2730.75,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"569","279174",2018-08-15,138.770833333333,2,3488,"More than once",1743.93,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"570","280119",2018-08-04,149.770833333333,1,3331,"One-timer",3330.81,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"571","281211",2018-08-01,152.770833333333,1,495,"One-timer",495.36,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"572","281295",2018-08-19,134.770833333333,1,1079,"One-timer",1078.86,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"573","281358",2018-08-12,141.770833333333,1,1680,"One-timer",1680.48,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"574","281505",2018-07-31,153.770833333333,2,2712,"More than once",1355.88,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"575","282786",2018-08-20,133.770833333333,1,1560,"One-timer",1559.64,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"576","282954",2018-06-29,185.770833333333,1,737,"One-timer",736.74,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"577","282975",2018-08-13,140.770833333333,4,5754,"More than once",1438.53,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"578","283059",2018-08-04,149.770833333333,2,1216,"More than once",607.86,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"579","283122",2018-07-03,181.770833333333,1,613,"One-timer",613.44,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"580","283164",2018-06-24,190.770833333333,1,1727,"One-timer",1727.4,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"581","283185",2018-07-02,182.770833333333,1,1932,"One-timer",1932,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"582","283668",2018-06-22,192.770833333333,1,291,"One-timer",291.3,3,1,1,311,5,"Inactive","C. Returing customer","NA"
"583","284151",2018-07-30,154.770833333333,2,2473,"More than once",1236.345,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"584","284193",2018-08-22,131.770833333333,3,1192,"More than once",397.28,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"585","284781",2018-07-20,164.770833333333,1,918,"One-timer",918.03,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"586","284970",2018-06-22,192.770833333333,1,1089,"One-timer",1088.85,3,1,1,311,5,"NA","C. Returing customer","Top 75%"
"587","285012",2018-07-30,154.770833333333,1,6257,"One-timer",6256.77,3,1,1,311,5,"Temporary idle","C. Returing customer","Best"
"588","286482",2018-07-20,164.770833333333,1,1327,"One-timer",1327.41,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"589","286839",2018-07-30,154.770833333333,2,6390,"More than once",3195.075,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"590","287322",2018-08-17,136.770833333333,1,317,"One-timer",316.92,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"591","287406",2018-08-22,131.770833333333,1,299,"One-timer",299.4,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"592","287931",2018-07-17,167.770833333333,2,1236,"More than once",618.03,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"593","288183",2018-07-18,166.770833333333,1,442,"One-timer",442.44,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"594","288351",2018-07-16,168.770833333333,2,2284,"More than once",1141.95,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"595","288477",2018-08-04,149.770833333333,1,1653,"One-timer",1652.82,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"596","288540",2018-06-25,189.770833333333,1,643,"One-timer",642.6,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"597","289002",2018-07-17,167.770833333333,1,483,"One-timer",483.12,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"598","290031",2018-08-21,132.770833333333,2,1982,"More than once",990.93,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"599","290577",2018-07-24,160.770833333333,2,1443,"More than once",721.56,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"600","291585",2018-08-15,138.770833333333,2,2002,"More than once",1001.175,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"601","291627",2018-07-31,153.770833333333,1,1530,"One-timer",1529.88,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"602","291900",2018-08-21,132.770833333333,3,2850,"More than once",949.99,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"603","292866",2018-08-03,150.770833333333,2,3020,"More than once",1510.02,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"604","292992",2018-07-18,166.770833333333,2,12617,"More than once",6308.37,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"605","293412",2018-08-03,150.770833333333,1,774,"One-timer",773.52,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"606","293496",2018-07-29,155.770833333333,1,1463,"One-timer",1463.28,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"607","293790",2018-07-22,162.770833333333,1,923,"One-timer",922.86,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"608","294000",2018-07-24,160.770833333333,1,1850,"One-timer",1849.92,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"609","294189",2018-08-06,147.770833333333,2,2833,"More than once",1416.63,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"610","294462",2018-07-10,174.770833333333,1,1427,"One-timer",1426.68,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"611","296205",2018-06-26,188.770833333333,1,4595,"One-timer",4595.46,3,1,1,311,5,"Temporary idle","C. Returing customer","Best"
"612","297108",2018-07-02,182.770833333333,1,590,"One-timer",589.56,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"613","297129",2018-07-15,169.770833333333,1,1880,"One-timer",1880.25,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"614","297234",2018-06-26,188.770833333333,2,5227,"More than once",2613.27,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"615","297381",2018-07-20,164.770833333333,3,4481,"More than once",1493.55,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"616","298095",2018-08-03,150.770833333333,2,2966,"More than once",1482.84,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"617","298179",2018-07-17,167.770833333333,1,42,"One-timer",42.48,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"618","298326",2018-06-26,188.770833333333,1,1196,"One-timer",1196.1,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"619","298851",2018-08-21,132.770833333333,3,3870,"More than once",1290.1,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"620","299061",2018-08-21,132.770833333333,1,713,"One-timer",713.16,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"621","299082",2018-07-01,183.770833333333,2,1449,"More than once",724.56,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"622","299145",2018-07-16,168.770833333333,2,6428,"More than once",3214.05,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"623","299691",2018-07-10,174.770833333333,1,453,"One-timer",453.24,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"624","299880",2018-08-08,145.770833333333,1,449,"One-timer",449.46,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"625","300048",2018-07-22,162.770833333333,1,1269,"One-timer",1269,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"626","300384",2018-07-13,171.770833333333,1,1909,"One-timer",1908.9,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"627","300531",2018-06-23,191.770833333333,1,1237,"One-timer",1237.2,3,1,1,311,5,"NA","C. Returing customer","Top 75%"
"628","300720",2018-07-29,155.770833333333,2,1808,"More than once",904.23,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"629","300846",2018-06-23,191.770833333333,1,650,"One-timer",649.98,3,1,1,311,5,"NA","C. Returing customer","NA"
"630","301098",2018-08-08,145.770833333333,1,2168,"One-timer",2168.4,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"631","301119",2018-06-23,191.770833333333,1,1261,"One-timer",1260.78,3,1,1,311,5,"NA","C. Returing customer","Top 75%"
"632","301140",2018-07-17,167.770833333333,1,506,"One-timer",506.28,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"633","301413",2018-07-20,164.770833333333,1,206,"One-timer",205.56,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"634","301875",2018-08-19,134.770833333333,1,830,"One-timer",829.77,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"635","301917",2018-08-13,140.770833333333,2,2732,"More than once",1365.75,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"636","302253",2018-07-17,167.770833333333,1,302,"One-timer",302.16,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"637","302883",2018-07-17,167.770833333333,1,1437,"One-timer",1436.64,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"638","303282",2018-07-31,153.770833333333,2,5197,"More than once",2598.735,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"639","303450",2018-08-24,129.770833333333,3,1620,"More than once",539.84,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"640","303513",2018-08-14,139.770833333333,1,551,"One-timer",551.43,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"641","304269",2018-07-28,156.770833333333,1,1951,"One-timer",1951.44,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"642","304521",2018-08-21,132.770833333333,2,1305,"More than once",652.455,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"643","304752",2018-08-17,136.770833333333,2,1051,"More than once",525.45,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"644","305172",2018-06-29,185.770833333333,4,3477,"More than once",869.1525,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"645","305382",2018-08-19,134.770833333333,1,379,"One-timer",378.6,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"646","306936",2018-06-23,191.770833333333,2,1642,"More than once",820.8,3,1,1,311,5,"NA","B. Regular","Top 50%"
"647","307020",2018-07-30,154.770833333333,2,1875,"More than once",937.665,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"648","307062",2018-08-20,133.770833333333,1,1190,"One-timer",1189.68,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"649","307125",2018-08-08,145.770833333333,2,4023,"More than once",2011.26,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"650","307587",2018-08-03,150.770833333333,1,369,"One-timer",368.52,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"651","308049",2018-06-24,190.770833333333,3,4491,"More than once",1497.11,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"652","308112",2018-07-01,183.770833333333,2,2657,"More than once",1328.49,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"653","308469",2018-07-27,157.770833333333,1,480,"One-timer",479.64,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"654","308637",2018-07-17,167.770833333333,2,728,"More than once",363.87,3,1,1,311,5,"Temporary idle","B. Regular","NA"
"655","308679",2018-07-21,163.770833333333,1,281,"One-timer",280.62,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"656","308805",2018-08-06,147.770833333333,1,744,"One-timer",744,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"657","309540",2018-08-07,146.770833333333,3,5263,"More than once",1754.38,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"658","310170",2018-07-03,181.770833333333,2,2935,"More than once",1467.27,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"659","311136",2018-08-07,146.770833333333,1,41,"One-timer",41.22,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"660","311157",2018-08-04,149.770833333333,2,3936,"More than once",1968.015,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"661","311283",2018-08-24,129.770833333333,3,1308,"More than once",435.84,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"662","311388",2018-08-08,145.770833333333,3,6449,"More than once",2149.7,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"663","312207",2018-08-19,134.770833333333,3,3269,"More than once",1089.56,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"664","312333",2018-07-25,159.770833333333,1,1740,"One-timer",1739.52,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"665","312648",2018-07-28,156.770833333333,1,1402,"One-timer",1402.02,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"666","312816",2018-07-31,153.770833333333,2,1795,"More than once",897.375,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"667","313320",2018-07-23,161.770833333333,2,4428,"More than once",2213.79,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"668","314685",2018-08-06,147.770833333333,2,1079,"More than once",539.43,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"669","314748",2018-07-24,160.770833333333,1,1080,"One-timer",1080,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"670","315882",2018-08-05,148.770833333333,1,617,"One-timer",617.19,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"671","316323",2018-07-22,162.770833333333,1,524,"One-timer",523.92,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"672","316659",2018-07-23,161.770833333333,4,3138,"More than once",784.3875,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"673","316932",2018-07-20,164.770833333333,2,2049,"More than once",1024.26,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"674","317058",2018-08-22,131.770833333333,2,5151,"More than once",2575.665,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"675","317184",2018-08-08,145.770833333333,2,3374,"More than once",1687.02,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"676","317835",2018-06-26,188.770833333333,1,620,"One-timer",619.86,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"677","318003",2018-07-10,174.770833333333,1,890,"One-timer",889.92,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"678","318087",2018-06-25,189.770833333333,1,2886,"One-timer",2886,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"679","319410",2018-07-10,174.770833333333,1,1179,"One-timer",1179.06,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"680","319452",2018-06-24,190.770833333333,1,437,"One-timer",437.04,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"681","319683",2018-07-10,174.770833333333,2,2326,"More than once",1162.95,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"682","319725",2018-07-01,183.770833333333,1,1246,"One-timer",1245.66,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"683","319830",2018-06-26,188.770833333333,2,1820,"More than once",910.08,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"684","320166",2018-06-27,187.770833333333,2,1953,"More than once",976.68,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"685","321132",2018-08-03,150.770833333333,1,762,"One-timer",762.06,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"686","321594",2018-08-05,148.770833333333,1,897,"One-timer",897.24,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"687","321993",2018-07-27,157.770833333333,1,2725,"One-timer",2724.78,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"688","323001",2018-07-22,162.770833333333,2,3118,"More than once",1559.16,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"689","323106",2018-08-18,135.770833333333,1,765,"One-timer",765.18,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"690","323505",2018-08-15,138.770833333333,1,1339,"One-timer",1339.14,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"691","324093",2018-07-22,162.770833333333,2,1797,"More than once",898.74,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"692","325668",2018-08-15,138.770833333333,6,3982,"More than once",663.685,3,1,1,311,5,"Temporary idle","A. Stellar customer","Best"
"693","325857",2018-07-02,182.770833333333,1,868,"One-timer",868.44,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"694","326592",2018-07-18,166.770833333333,1,466,"One-timer",465.81,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"695","327789",2018-08-20,133.770833333333,1,1538,"One-timer",1537.8,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"696","328503",2018-08-13,140.770833333333,3,2878,"More than once",959.5,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"697","328608",2018-07-31,153.770833333333,2,2235,"More than once",1117.35,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"698","328755",2018-06-22,192.770833333333,1,1911,"One-timer",1910.52,3,1,1,311,5,"NA","C. Returing customer","Top 50%"
"699","328818",2018-08-14,139.770833333333,5,4751,"More than once",950.286,3,1,1,311,5,"Temporary idle","A. Stellar customer","Best"
"700","329028",2018-07-18,166.770833333333,1,318,"One-timer",317.52,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"701","329805",2018-08-03,150.770833333333,1,359,"One-timer",359.28,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"702","330057",2018-07-01,183.770833333333,1,407,"One-timer",406.8,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"703","330204",2018-08-03,150.770833333333,2,989,"More than once",494.28,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"704","330309",2018-07-23,161.770833333333,1,414,"One-timer",414.48,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"705","330372",2018-07-23,161.770833333333,1,672,"One-timer",672.48,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"706","330729",2018-06-30,184.770833333333,3,167521,"More than once",55840.4,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"707","330939",2018-07-17,167.770833333333,3,581,"More than once",193.64,3,1,1,311,5,"Temporary idle","B. Regular","worst"
"708","331317",2018-06-24,190.770833333333,4,4534,"More than once",1133.415,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"709","331380",2018-08-21,132.770833333333,3,2038,"More than once",679.32,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"710","331737",2018-07-21,163.770833333333,2,8280,"More than once",4140,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"711","332073",2018-07-28,156.770833333333,2,4981,"More than once",2490.36,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"712","332892",2018-08-18,135.770833333333,2,801,"More than once",400.365,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"713","333522",2018-08-06,147.770833333333,4,2471,"More than once",617.79,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"714","333711",2018-07-09,175.770833333333,1,1950,"One-timer",1949.73,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"715","333837",2018-08-10,143.770833333333,2,954,"More than once",477.135,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"716","334278",2018-08-14,139.770833333333,2,1203,"More than once",601.35,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"717","334425",2018-08-10,143.770833333333,1,1071,"One-timer",1071,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"718","334635",2018-06-26,188.770833333333,1,260,"One-timer",260.46,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"719","336126",2018-07-24,160.770833333333,1,549,"One-timer",548.91,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"720","336714",2018-08-08,145.770833333333,3,1752,"More than once",584,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"721","337155",2018-07-15,169.770833333333,1,567,"One-timer",566.73,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"722","338037",2018-06-25,189.770833333333,1,454,"One-timer",454.32,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"723","338289",2018-07-17,167.770833333333,2,1077,"More than once",538.74,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"724","338373",2018-08-21,132.770833333333,1,453,"One-timer",453.27,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"725","338436",2018-07-24,160.770833333333,1,2895,"One-timer",2895.24,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"726","338457",2018-08-15,138.770833333333,1,994,"One-timer",994.41,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"727","340053",2018-06-29,185.770833333333,1,1151,"One-timer",1151.4,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"728","340557",2018-06-30,184.770833333333,2,1175,"More than once",587.4,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"729","340746",2018-08-01,152.770833333333,3,1108,"More than once",369.36,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"730","340767",2018-07-10,174.770833333333,1,346,"One-timer",345.6,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"731","340830",2018-08-15,138.770833333333,2,1970,"More than once",984.87,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"732","341124",2018-07-24,160.770833333333,2,5903,"More than once",2951.58,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"733","341775",2018-08-08,145.770833333333,1,2193,"One-timer",2192.55,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"734","342699",2018-07-18,166.770833333333,1,985,"One-timer",984.96,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"735","343476",2018-08-07,146.770833333333,3,786,"More than once",262.09,3,1,1,311,5,"Temporary idle","B. Regular","NA"
"736","344904",2018-08-13,140.770833333333,1,317,"One-timer",317.46,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"737","345051",2018-07-22,162.770833333333,3,2582,"More than once",860.65,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"738","345408",2018-08-06,147.770833333333,1,528,"One-timer",528.36,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"739","345429",2018-08-07,146.770833333333,2,2861,"More than once",1430.28,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"740","345597",2018-07-17,167.770833333333,1,889,"One-timer",888.6,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"741","346143",2018-08-12,141.770833333333,1,684,"One-timer",684.33,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"742","346920",2018-08-18,135.770833333333,3,3867,"More than once",1289,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"743","347109",2018-08-14,139.770833333333,1,1969,"One-timer",1969.23,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"744","347592",2018-06-23,191.770833333333,2,1267,"More than once",633.3,3,1,1,311,5,"NA","B. Regular","Top 75%"
"745","347907",2018-08-10,143.770833333333,2,2856,"More than once",1427.82,3,1,1,311,5,"Temporary idle","B. Regular","Top 50%"
"746","348201",2018-08-22,131.770833333333,1,387,"One-timer",387.36,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"747","348327",2018-07-03,181.770833333333,1,1081,"One-timer",1081.26,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"748","348810",2018-07-16,168.770833333333,1,262,"One-timer",262.08,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"749","348831",2018-08-18,135.770833333333,1,474,"One-timer",474.18,3,1,1,311,5,"Temporary idle","C. Returing customer","worst"
"750","348894",2018-08-22,131.770833333333,1,2192,"One-timer",2192.16,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"751","348957",2018-06-30,184.770833333333,1,889,"One-timer",888.96,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"752","349314",2018-07-13,171.770833333333,2,1174,"More than once",586.8,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"753","350637",2018-06-24,190.770833333333,1,448,"One-timer",447.63,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"754","350658",2018-07-09,175.770833333333,2,7853,"More than once",3926.4,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"755","351876",2018-07-21,163.770833333333,1,1046,"One-timer",1046.04,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"756","352023",2018-08-06,147.770833333333,1,1510,"One-timer",1509.84,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"757","353010",2018-08-12,141.770833333333,1,1191,"One-timer",1191,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"758","353283",2018-07-08,176.770833333333,1,1399,"One-timer",1399.38,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 75%"
"759","353472",2018-08-20,133.770833333333,3,838,"More than once",279.31,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
"760","353514",2018-07-08,176.770833333333,1,1766,"One-timer",1766.4,3,1,1,311,5,"Temporary idle","C. Returing customer","Top 50%"
"761","353598",2018-08-07,146.770833333333,2,3642,"More than once",1820.775,3,1,1,311,5,"Temporary idle","B. Regular","Best"
"762","353829",2018-08-18,135.770833333333,1,640,"One-timer",640.5,3,1,1,311,5,"Temporary idle","C. Returing customer","NA"
"763","354543",2018-08-17,136.770833333333,2,1286,"More than once",642.855,3,1,1,311,5,"Temporary idle","B. Regular","Top 75%"
